Url,Country,Country Code,Region,City,Lat,Lng,ZIP Code,Time Zone,Manufacturer
http://70.185.95.146:80/mjpg/video.mjpg,"
United States
","
US
","
Arizona
","
 Phoenix.
",33.44838,-112.07404,85001,-07:00,"
Axis
"
http://144.139.80.151:8080/mjpg/video.mjpg,"
Australia
","
AU
","
New South Wales
","
 Sydney.
",-33.86785,151.20732,2000,+11:00,"
Axis
"
http://193.251.18.40:8001/mjpg/video.mjpg,"
France
","
FR
","
Ile-De-France
","
 Paris.
",48.85341,2.3488,75915,+01:00,"
Axis
"
http://120.127.252.113:80/GetData.cgi?CH=1,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Taipei.
",25.04776,121.53185,106,+08:00,"
ChannelVision
"
http://85.187.13.43:80/cgi-bin/viewer/video.jpg?r=COUNTER,"
Bulgaria
","
BG
","
Pernik
","
 Pernik.
",42.6,23.03333,2300,+02:00,"
Vivotek
"
http://118.243.204.173:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
Mobotix
"
http://46.252.143.150:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Germany
","
DE
","
Rheinland-Pfalz
","
 Kerpen.
",50.30967,6.72978,50170,+01:00,"
Mobotix
"
http://80.70.17.194:8081/mjpg/video.mjpg,"
Latvia
","
LV
","
Riga
","
 Riga.
",56.946,24.10589,"
-
",+02:00,"
Axis
"
http://14.160.87.118:85/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Viet Nam
","
VN
","
Ha Noi
","
 Ha Dong.
",20.9725,105.77722,0,+07:00,"
PanasonicHD
"
http://77.89.48.19:8000/cgi-bin/viewer/video.jpg?r=COUNTER,"
Italy
","
IT
","
Emilia-Romagna
","
 Imola.
",44.35227,11.71582,40026,+01:00,"
Vivotek
"
http://209.12.71.131:80/mjpg/video.mjpg,"
United States
","
US
","
Alabama
","
 Mobile.
",30.69436,-88.04305,36601,-06:00,"
Axis
"
http://95.226.154.200:81/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Italy
","
IT
","
Veneto
","
 Bibione.
",45.63583,13.05389,30020,+01:00,"
Mobotix
"
http://162.247.61.86:8080/mjpg/video.mjpg,"
United States
","
US
","
California
","
 La Mirada.
",33.91724,-118.01201,90637,-08:00,"
Axis
"
http://208.72.70.172:80/mjpg/video.mjpg,"
United States
","
US
","
Colorado
","
 Glenwood Springs.
",39.527105,-107.34074,81601,-07:00,"
Axis
"
http://114.179.205.142:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
PanasonicHD
"
http://213.34.225.97:8080/mjpg/video.mjpg,"
Netherlands
","
NL
","
Zeeland
","
 Middelburg.
",51.5,3.61389,4338,+01:00,"
Axis
"
http://61.93.123.244:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"
Hong Kong
","
HK
","
Hong Kong (Sar)
","
 Hong Kong.
",22.28552,114.15769,"
-
",+08:00,"
Canon
"
http://166.165.35.32:80/mjpg/video.mjpg,"
United States
","
US
","
California
","
 Rancho Cucamonga.
",34.1064,-117.59311,91701,-08:00,"
Axis
"
http://62.202.33.39:8081/mjpg/video.mjpg,"
Switzerland
","
CH
","
Luzern
","
 Horw.
",47.01692,8.30956,6048,+01:00,"
Axis
"
http://162.245.149.145:80/mjpg/video.mjpg,"
United States
","
US
","
Colorado
","
 Colorado Springs.
",38.791779,-104.82648,80906,-07:00,"
Axis
"
http://79.10.124.137:8082/mjpg/video.mjpg,"
Italy
","
IT
","
Emilia-Romagna
","
 Piacenza.
",45.04676,9.69937,29100,+01:00,"
Axis
"
http://84.107.144.80:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Netherlands
","
NL
","
Noord-Holland
","
 Enkhuizen.
",52.70333,5.29167,1602,+01:00,"
Mobotix
"
http://58.94.98.44:80/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
Panasonic
"
http://193.158.196.187:8000/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Germany
","
DE
","
Nordrhein-Westfalen
","
 Monchengladbach.
",51.18539,6.44172,41199,+01:00,"
Mobotix
"
http://202.128.72.6:8082/image?speed=0,"
Guam
","
GU
","
Hagatna Municipality
","
 Hagatna.
",13.47567,144.74886,96931,+10:00,Sony-CS3
http://202.175.114.212:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Macao
","
MO
","
Macau
","
 Macau.
",22.20056,113.54611,"
-
",+08:00,"
PanasonicHD
"
http://176.94.232.77:8081/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Germany
","
DE
","
Thuringen
","
 Sulzbach.
",51.00328,11.48689,65843,+01:00,"
Mobotix
"
http://185.2.241.221:8090/mjpg/video.mjpg,"
Netherlands
","
NL
","
Flevoland
","
 Almere Stad.
",52.37025,5.21413,1329,+01:00,"
Axis
"
http://130.95.52.157:80/mjpg/video.mjpg,"
Australia
","
AU
","
Western Australia
","
 Perth.
",-31.95224,115.8614,6003,+08:00,"
Axis
"
http://145.53.212.190:8001/mjpg/video.mjpg,"
Netherlands
","
NL
","
Noord-Holland
","
 Amsterdam.
",52.37403,4.88969,1089,+01:00,"
Axis
"
http://202.41.220.34:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Aichi
","
 Nagoya.
",35.181456,136.906386,460-0008,+09:00,"
PanasonicHD
"
http://91.133.75.164:80/mjpg/video.mjpg,"
Austria
","
AT
","
Salzburg
","
 Salzburg.
",47.79941,13.04399,5082,+01:00,"
Axis
"
http://219.117.206.175:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"
Japan
","
JP
","
Fukuoka
","
 Fukuoka.
",33.583,130.4,812-0045,+09:00,"
Canon
"
http://220.254.136.170:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Nagano
","
 Nagano.
",36.633,138.183,380-0838,+09:00,"
PanasonicHD
"
http://110.54.126.130:50000/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Fukuoka
","
 Shingu.
",33.717,130.45,811-0100,+09:00,"
PanasonicHD
"
http://117.56.173.37:83/GetData.cgi?CH=1,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Taipei.
",25.04776,121.53185,100,+08:00,"
ChannelVision
"
http://174.6.126.86:80/mjpg/video.mjpg,"
Canada
","
CA
","
British Columbia
","
 Vancouver.
",49.24966,-123.11934,V5K 0A1,-08:00,"
Axis
"
http://92.154.56.150:8888/mjpg/video.mjpg,"
France
","
FR
","
Ile-De-France
","
 Houilles.
",48.92161,2.19263,78809,+01:00,"
Axis
"
http://36.2.165.192:50000/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Meguro-Ku.
",35.633,139.683,153-0053,+09:00,"
PanasonicHD
"
http://61.194.31.178:80/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
Panasonic
"
http://82.150.206.177:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Austria
","
AT
","
Tirol
","
 Innsbruck.
",47.26266,11.39454,6020,+01:00,"
Mobotix
"
http://138.26.105.144:80/mjpg/video.mjpg,"
United States
","
US
","
Alabama
","
 Birmingham.
",33.50653,-86.80867,35294,-06:00,"
Axis
"
http://79.161.193.50:80/mjpg/video.mjpg,"
Norway
","
NO
","
Oslo
","
 Oslo.
",59.91273,10.74609,1182,+01:00,"
Axis
"
http://62.87.151.210:80/mjpg/video.mjpg,"
Poland
","
PL
","
Dolnoslaskie
","
 Wroclaw.
",51.1,17.03333,50-136,+01:00,"
Axis
"
http://98.151.134.48:82/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
United States
","
US
","
California
","
 Los Angeles.
",34.05223,-118.24368,90001,-08:00,"
Panasonic
"
http://89.29.108.38:80/mjpg/video.mjpg,"
Czech Republic
","
CZ
","
Moravskoslezsky Kraj
","
 Ostrava.
",49.83465,18.28204,702 00,+01:00,"
Axis
"
http://211.23.31.192:81/GetData.cgi?CH=1,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Taipei.
",25.04776,121.53185,10048,+08:00,"
ChannelVision
"
http://85.93.226.222:8082/mjpg/video.mjpg,"
Norway
","
NO
","
More Og Romsdal
","
 Kristiansund.
",63.11045,7.72795,6517,+01:00,"
Axis
"
http://62.99.80.154:81/mjpg/video.mjpg,"
Spain
","
ES
","
Pais Vasco
","
 Derio.
",43.30544,-2.88116,48160,+01:00,"
Axis
"
http://80.57.154.187:80/videostream.cgi?user=admin&pwd=,"
Netherlands
","
NL
","
Zuid-Holland
","
 Bergschenhoek.
",51.99,4.49861,2662,+01:00,"
Foscam
"
http://182.56.132.160:82/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
India
","
IN
","
Maharashtra
","
 Mumbai.
",19.01441,72.84794,400099,+05:30,"
Panasonic
"
http://80.60.167.146:84/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"
Netherlands
","
NL
","
Noord-Holland
","
 Blaricum.
",52.2725,5.24167,1261,+01:00,"
Bosch
"
http://211.23.31.192:82/GetData.cgi?CH=1,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Taipei.
",25.04776,121.53185,10048,+08:00,"
ChannelVision
"
http://78.27.189.141:80/mjpg/video.mjpg,"
Ukraine
","
UA
","
Kyyiv
","
 Kiev.
",50.45466,30.5238,38131,+02:00,"
Axis
"
http://94.224.222.154:10000/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"
Belgium
","
BE
","
Brussels Hoofdstedel
","
 Brussels.
",50.85045,4.34878,1210,+01:00,"
Bosch
"
http://220.97.96.9:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Osaka
","
 Osaka.
",34.69389,135.50222,541-0041,+09:00,"
PanasonicHD
"
http://46.23.55.71:83/cgi-bin/viewer/video.jpg?r=COUNTER,"
Czech Republic
","
CZ
","
Jihocesky Kraj
","
 Blatna.
",49.42489,13.88176,388 01,+01:00,"
Vivotek
"
http://217.41.1.34:5000/mjpg/video.mjpg,"
United Kingdom
","
GB
","
England
","
 Stony Stratford.
",52.05682,-0.85281,MK11 1AA,+00:00,"
Axis
"
http://82.161.213.116:50000/mjpg/video.mjpg,"
Netherlands
","
NL
","
Zuid-Holland
","
 Voorburg.
",52.07417,4.35972,2275,+01:00,"
Axis
"
http://209.12.71.132:80/mjpg/video.mjpg,"
United States
","
US
","
Alabama
","
 Mobile.
",30.69436,-88.04305,36601,-06:00,"
Axis
"
http://60.45.181.202:8080/mjpg/video.mjpg,"
Japan
","
JP
","
Saitama
","
 Soka.
",35.833,139.8,340-0002,+09:00,"
Axis
"
http://187.210.104.170:80/mjpg/video.mjpg,"
Mexico
","
MX
","
Nayarit
","
 Bucerias.
",20.75,-105.33333,63734,-07:00,"
Axis
"
http://157.82.227.170:80/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Higashimurayama.
",35.75,139.467,189-0001,+09:00,"
Panasonic
"
http://213.193.89.202:80/mjpg/video.mjpg,"
Switzerland
","
CH
","
Solothurn
","
 Himmelried.
",47.42111,7.59659,4204,+01:00,"
Axis
"
http://83.211.71.120:8082/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Italy
","
IT
","
Lazio
","
 Rome.
",41.89474,12.4839,156,+01:00,"
Mobotix
"
http://80.101.163.243:80/mjpg/video.mjpg,"
Netherlands
","
NL
","
Noord-Holland
","
 Edam.
",52.51215,5.04805,1135,+01:00,"
Axis
"
http://87.249.112.189:80/mjpg/video.mjpg,"
Netherlands
","
NL
","
Overijssel
","
 Enschede.
",52.21833,6.89583,7548,+01:00,"
Axis
"
http://157.157.138.235:80/mjpg/video.mjpg,"
Iceland
","
IS
","
Hofuoborgarsvaoio
","
 Reykjavik.
",64.13548,-21.89541,150,+00:00,"
Axis
"
http://71.233.228.28:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
United States
","
US
","
New Hampshire
","
 Hillsborough.
",43.1141,-71.8992,3244,-05:00,"
Defeway
"
http://157.157.19.131:80/mjpg/video.mjpg,"
Iceland
","
IS
","
Hofuoborgarsvaoio
","
 Reykjavik.
",64.13548,-21.89541,150,+00:00,"
Axis
"
http://83.3.56.24:5000/cgi-bin/viewer/video.jpg?r=COUNTER,"
Poland
","
PL
","
Slaskie
","
 Gora.
",49.97971,19.10471,32-622,+01:00,"
Vivotek
"
http://217.128.254.187:8083/mjpg/video.mjpg,"
France
","
FR
","
Ile-De-France
","
 Paris.
",48.85341,2.3488,75915,+01:00,"
Axis
"
http://92.39.71.214:80/mjpg/video.mjpg,"
Russian Federation
","
RU
","
Kirov
","
 Kirov.
",58.59665,49.66007,610020,+03:00,"
Axis
"
http://90.63.145.209:80/mjpg/video.mjpg,"
France
","
FR
","
Ile-De-France
","
 Paris.
",48.85341,2.3488,75915,+01:00,"
Axis
"
http://217.24.53.18:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Germany
","
DE
","
Bayern
","
 Coburg.
",50.25937,10.96384,96450,+01:00,"
Mobotix
"
http://121.7.129.29:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Singapore
","
SG
","
Singapore
","
 Singapore.
",1.28967,103.85007,148943,+08:00,"
PanasonicHD
"
http://97.91.74.198:80/mjpg/video.mjpg,"
United States
","
US
","
Wisconsin
","
 Marshfield.
",44.66885,-90.1718,54404,-06:00,"
Axis
"
http://93.29.156.85:8082/videostream.cgi?user=admin&pwd=,"
France
","
FR
","
Aquitaine
","
 Agen.
",44.2,0.63333,47931,+01:00,"
Foscam
"
http://219.117.237.17:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
Canon
"
http://122.249.89.26:60001/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tachikawa.
",35.683,139.417,190-0012,+09:00,"
Panasonic
"
http://61.80.227.252:3000/videostream.cgi?user=admin&pwd=,"
Korea, Republic Of
","
KR
","
Taegu-Jikhalsi
","
 Hwawon.
",35.80167,128.50083,711-836,+09:00,"
Foscam
"
http://82.242.106.5:81/mjpeg.cgi,"
France
","
FR
","
Ile-De-France
","
 Versailles.
",48.8,2.13333,78035,+01:00,DLink-DCS-932
http://176.180.45.18:8082/mjpg/video.mjpg,"
France
","
FR
","
Picardie
","
 Beauvais.
",49.43333,2.08333,60035,+01:00,"
Axis
"
http://91.144.175.168:8083/webcapture.jpg?command=snap&channel=1?COUNTER,"
Russian Federation
","
RU
","
Kirov
","
 Kirov.
",58.59665,49.66007,610017,+03:00,Hi3516
http://76.184.12.1:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
United States
","
US
","
Texas
","
 Euless.
",32.83707,-97.08195,76039,-06:00,"
Defeway
"
http://131.220.147.9:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Germany
","
DE
","
Nordrhein-Westfalen
","
 Bonn.
",50.73438,7.09548,53115,+01:00,"
Mobotix
"
http://220.254.136.178:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Nagano
","
 Nagano.
",36.633,138.183,380-0838,+09:00,"
PanasonicHD
"
http://95.254.32.239:90/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
Italy
","
IT
","
Campania
","
 Amalfi.
",40.6349,14.60238,84011,+01:00,"
Defeway
"
http://81.14.37.24:8080/mjpg/video.mjpg,"
France
","
FR
","
Languedoc-Roussillon
","
 Tourbes.
",43.44615,3.37852,34120,+01:00,"
Axis
"
http://82.76.188.179:8888/mjpg/video.mjpg,"
Romania
","
RO
","
Bucuresti
","
 Bucharest.
",44.43225,26.10626,60222,+02:00,"
Axis
"
http://31.161.24.18:8888/mjpg/video.mjpg,"
Netherlands
","
NL
","
Zuid-Holland
","
 Den Haag.
",52.07667,4.29861,2590,+01:00,"
Axis
"
http://118.39.210.215:80/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"
Korea, Republic Of
","
KR
","
Kyongsang-Namdo
","
 Chinju.
",35.19278,128.08472,660-150,+09:00,"
Bosch
"
http://185.97.122.128:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Italy
","
IT
","
Emilia-Romagna
","
 Cesena.
",44.1391,12.24315,47023,+01:00,"
Mobotix
"
http://24.197.59.198:80/mjpg/video.mjpg,"
United States
","
US
","
Alabama
","
 Birmingham.
",33.52066,-86.80249,35201,-06:00,"
Axis
"
http://83.175.144.131:8888/image?speed=0,"
Poland
","
PL
","
Podlaskie
","
 Bialystok.
",53.13333,23.15,15-054,+01:00,Sony-CS3
http://120.50.14.3:80/img/video.mjpeg,"
Bangladesh
","
BD
","
Dhaka
","
 Dhaka.
",23.7104,90.40744,1209,+06:00,"
Linksys
"
http://81.150.19.218:81/mjpg/video.mjpg,"
United Kingdom
","
GB
","
England
","
 London.
",51.50853,-0.12574,WC2N 5RJ,+00:00,"
Axis
"
http://92.255.166.92:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
Russian Federation
","
RU
","
Tyumen'
","
 Tyumen'.
",57.15222,65.52722,625013,+05:00,"
Defeway
"
http://81.209.111.165:8081/cam_1.cgi,"
Finland
","
FI
","
Ostrobothnia
","
 Vaasa.
",63.096,21.61577,65100,+02:00,"
WebcamXP
"
http://66.57.117.166:8000/mjpg/video.mjpg,"
United States
","
US
","
North Carolina
","
 Henderson.
",36.32959,-78.39916,27536,-05:00,"
Axis
"
http://74.254.207.197:8888/cam_1.cgi,"
United States
","
US
","
Kentucky
","
 Fairfield.
",37.931285,-85.377712,40020,-05:00,"
WebcamXP
"
http://188.21.168.162:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Austria
","
AT
","
Wien
","
 Vienna.
",48.20849,16.37208,1010,+01:00,"
Mobotix
"
http://153.156.224.16:80/mjpg/video.mjpg,"
Japan
","
JP
","
Osaka
","
 Osaka.
",34.69389,135.50222,541-0041,+09:00,"
Axis
"
http://84.199.28.211:8001/cgi-bin/viewer/video.jpg?r=COUNTER,"
Belgium
","
BE
","
Antwerpen
","
 Mechelen.
",51.02574,4.47762,2800,+01:00,"
Vivotek
"
http://31.160.74.3:80/mjpg/video.mjpg,"
Netherlands
","
NL
","
Zuid-Holland
","
 Den Haag.
",52.07667,4.29861,2590,+01:00,"
Axis
"
http://115.42.224.183:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Singapore
","
SG
","
Singapore
","
 Singapore.
",1.28967,103.85007,148943,+08:00,"
PanasonicHD
"
http://79.172.223.14:80/cgi-bin/viewer/video.jpg?r=COUNTER,"
Hungary
","
HU
","
Budapest
","
 Budapest.
",47.49801,19.03991,2660,+01:00,"
Vivotek
"
http://210.150.237.22:8080/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
PanasonicHD
"
http://138.118.33.201:80/mjpg/video.mjpg,"
Brazil
","
BR
","
Espirito Santo
","
 Alegre.
",-20.76361,-41.53306,29500-00,-03:00,"
Axis
"
http://87.128.20.40:8000/mjpg/video.mjpg,"
Germany
","
DE
","
Berlin
","
 Berlin.
",52.52437,13.41053,10178,+01:00,"
Axis
"
http://59.126.33.9:80/webcapture.jpg?command=snap&channel=1?COUNTER,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Zhongxing New Villag.
",23.95908,120.68516,540,+08:00,Hi3516
http://185.18.130.194:8001/mjpg/video.mjpg,"
Germany
","
DE
","
Bayern
","
 Wiesenhofen.
",49.04316,11.41299,92339,+01:00,"
Axis
"
http://193.212.206.34:8081/cgi-bin/viewer/video.jpg?r=COUNTER,"
Norway
","
NO
","
Oslo
","
 Oslo.
",59.91273,10.74609,212,+01:00,"
Vivotek
"
http://79.8.83.39:80/oneshotimage1?COUNTER,"
Italy
","
IT
","
Sardegna
","
 Maracalagonis.
",39.28722,9.2275,9040,+01:00,"
Sony
"
http://93.55.216.33:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
Italy
","
IT
","
Lombardia
","
 Milan.
",45.46427,9.18951,20155,+01:00,"
Defeway
"
http://46.14.28.30:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Switzerland
","
CH
","
Aargau
","
 Aarau.
",47.39254,8.04422,5001,+01:00,"
PanasonicHD
"
http://145.255.240.202:8080/?action=stream,"
United Kingdom
","
GB
","
England
","
 Ecclesfield.
",53.43975,-1.4652,S35 9XD,+00:00,"
Streamer
"
http://68.206.143.124:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
United States
","
US
","
Texas
","
 Eagle Pass.
",28.70914,-100.49952,78852,-06:00,"
Defeway
"
http://176.180.45.18:8080/cam_1.cgi,"
France
","
FR
","
Picardie
","
 Beauvais.
",49.43333,2.08333,60035,+01:00,"
WebcamXP
"
http://88.122.77.191:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"
France
","
FR
","
Centre
","
 Loury.
",47.99944,2.08474,45470,+01:00,"
Defeway
"
http://37.156.71.253:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Romania
","
RO
","
Bucuresti
","
 Bucharest.
",44.43225,26.10626,60222,+02:00,"
Mobotix
"
http://62.194.244.145:8080/?action=stream,"
Netherlands
","
NL
","
Noord-Brabant
","
 Eindhoven.
",51.44083,5.47778,5658,+01:00,"
Streamer
"
http://36.8.240.187:80/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Tokyo.
",35.689506,139.6917,214-0021,+09:00,"
Panasonic
"
http://31.132.19.90:8080/cgi-bin/viewer/video.jpg?r=COUNTER,"
Czech Republic
","
CZ
","
Olomoucky Kraj
","
 Jesenik.
",50.22937,17.20464,790 01,+01:00,"
Vivotek
"
http://92.110.122.229:8080/mjpg/video.mjpg,"
Netherlands
","
NL
","
Zeeland
","
 Terneuzen.
",51.33583,3.82778,4538,+01:00,"
Axis
"
http://115.179.100.76:8080/SnapshotJPEG?Resolution=640x480&Quality=Clarity&COUNTER,"
Japan
","
JP
","
Tokyo
","
 Meguro-Ku.
",35.633,139.683,153-0053,+09:00,"
Panasonic
"
http://84.232.147.36:8080/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Romania
","
RO
","
Cluj
","
 Salciua De Sus.
",46.4,23.41667,247342,+02:00,"
Mobotix
"
http://83.160.133.175:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Netherlands
","
NL
","
Overijssel
","
 Enschede.
",52.21833,6.89583,7548,+01:00,"
Mobotix
"
http://152.115.56.4:8081/mjpg/video.mjpg,"
Denmark
","
DK
","
Hovedstaden
","
 Glostrup.
",55.66667,12.4,2600,+01:00,"
Axis
"
http://83.211.71.120:8083/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Italy
","
IT
","
Lazio
","
 Rome.
",41.89474,12.4839,156,+01:00,"
Mobotix
"
http://122.116.151.30:80/webcapture.jpg?command=snap&channel=1?COUNTER,"
Taiwan, Province Of 
","
TW
","
T'Ai-Pei
","
 Banqiao.
",25.01427,121.46719,220,+08:00,Hi3516
http://123.202.179.155:80/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Hong Kong
","
HK
","
Hong Kong (Sar)
","
 Hong Kong.
",22.28552,114.15769,"
-
",+08:00,"
PanasonicHD
"
http://195.250.166.134:8083/oneshotimage1?COUNTER,"
Estonia
","
EE
","
Harjumaa
","
 Tallinn.
",59.43696,24.75353,10611,+02:00,"
Sony
"
http://122.168.190.222:8082/mjpg/video.mjpg,"
India
","
IN
","
Chhattisgarh
","
 Bilaspur.
",22.08333,82.15,493118,+05:30,"
Axis
"
http://76.75.8.120:80/mjpg/video.mjpg,"
United States
","
US
","
Montana
","
 Big Sky.
",45.28465,-111.36829,59716,-07:00,"
Axis
"
http://14.160.87.118:83/cgi-bin/camera?resolution=640&quality=1&Language=0&COUNTER,"
Viet Nam
","
VN
","
Ha Noi
","
 Ha Dong.
",20.9725,105.77722,0,+07:00,"
PanasonicHD
"
http://120.101.67.12:83/GetData.cgi?CH=1,"
Taiwan, Province Of 
","
TW
","
T'Ai-Wan
","
 Yilan.
",24.757,121.753,260,+08:00,"
ChannelVision
"
http://85.117.196.223:6001/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"
Sweden
","
SE
","
Vastra Gotaland
","
 Goeteborg.
",57.70716,11.96679,41879,+01:00,"
Mobotix
"
